recording_id,time_ms,channel_a_normalized,channel_b_normalized
CRD-410031,1370,-0.139355,0.025805
CRD-410031,1380,-0.230362,0.23196
CRD-410031,1390,0.040781,0.108405
CRD-410031,1400,-0.378092,-0.100628
CRD-410031,1410,-0.31628,0.038273
CRD-410031,1420,-0.318048,-0.070609
CRD-410031,1430,-0.245523,0.122431
CRD-410031,1440,-0.179609,-0.198889
CRD-410031,1450,-0.407923,-0.106725
CRD-410031,1460,-0.266767,0.05848
CRD-410031,1470,0.021368,0.048256
CRD-410031,1480,-0.161557,-0.105012
CRD-410031,1490,-0.237393,-0.039078
CRD-410031,1500,-0.178032,-0.086969
CRD-410031,1510,-0.216379,0.213121
CRD-410031,1520,-0.056045,-0.049665
CRD-410031,1530,-0.32293,0.231756
CRD-410031,1540,-0.328759,-0.171754
CRD-410031,1550,0.059472,-0.140349
CRD-410031,1560,0.041711,0.141228
CRD-410031,1570,-0.211738,-0.208885
CRD-410031,1580,0.248887,-0.193678
CRD-410031,1590,-0.034532,-0.18505
CRD-410031,1600,-0.205594,-0.069251
CRD-410031,1610,0.075366,0.03854
CRD-410031,1620,-0.232323,-0.005073
CRD-410031,1630,0.223144,0.097492
CRD-410031,1640,0.242325,0.175835
CRD-410031,1650,0.236857,0.705674
CRD-410031,1660,0.098358,0.959085
CRD-410031,1670,0.118608,1.000852
CRD-410031,1680,0.250845,1.655885
CRD-410031,1690,0.176353,1.420591
CRD-410031,1700,0.242134,1.00417
CRD-410031,1710,-0.157949,0.778648
CRD-410031,1720,-0.137817,0.621641
CRD-410031,1730,-0.232711,-0.207561
CRD-410031,1740,0.202349,-0.380203
CRD-410031,1750,0.726023,-0.42858
CRD-410031,1760,0.872406,-0.50679
CRD-410031,1770,1.509991,-0.338435
CRD-410031,1780,1.819101,-0.272471
CRD-410031,1790,1.367855,-0.140915
CRD-410031,1800,0.678043,-0.149511
CRD-410031,1810,0.051976,-0.306887
CRD-410031,1820,-0.289715,-0.155727
CRD-410031,1830,-0.780113,-0.369068
CRD-410031,1840,-0.830061,-0.173968
CRD-410031,1850,-0.586779,-0.333051
CRD-410031,1860,-0.855754,-0.243723
CRD-410031,1870,-0.587836,-0.080432
CRD-410031,1880,-0.668223,0.14262
CRD-410031,1890,-0.191331,-0.017517
CRD-410031,1900,-0.252411,0.044525
CRD-410031,1910,-0.057581,0.064747
CRD-410031,1920,-0.194711,0.260238
CRD-410031,1930,-0.135499,0.325269
CRD-410031,1940,-0.010949,0.04299
CRD-410031,1950,-0.110387,0.182923
CRD-410031,1960,0.071359,0.435666
CRD-410031,1970,0.428803,0.27281
CRD-410031,1980,0.095588,0.247571
CRD-410031,1990,0.046143,0.250041
CRD-410031,2000,0.239549,0.110487
CRD-410031,2010,0.293067,0.323103
CRD-410031,2020,0.478293,0.281151
CRD-410031,2030,0.380404,-0.131998
CRD-410031,2040,0.318775,0.300364
CRD-410031,2050,0.269472,0.041434
CRD-410031,2060,0.499036,-0.139141
CRD-410031,2070,0.148832,-0.077227
CRD-410031,2080,0.183206,0.053013
CRD-410031,2090,0.18861,-0.094495
CRD-410031,2100,0.03728,0.020751
CRD-410031,2110,-0.062511,0.087306
CRD-410031,2120,0.119545,-0.031714
CRD-410031,2130,-0.012082,-0.185831
CRD-410031,2140,0.057686,0.184992
CRD-410031,2150,0.084362,-0.147578
CRD-410031,2160,0.09998,0.032628
CRD-410031,2170,-0.038615,-0.070061
CRD-410031,2180,-0.314765,0.137466
CRD-410031,2190,-0.308178,-0.074877
CRD-410031,2200,-0.302068,-0.13462
CRD-410031,2210,-0.484481,-0.533426
CRD-410031,2220,-0.256794,-0.099138
CRD-410031,2230,-0.393645,-0.265746
CRD-410031,2240,-0.302389,-0.097839
CRD-410031,2250,-0.262354,-0.3419
CRD-410031,2260,-0.184234,-0.297268
CRD-410031,2270,-0.174251,-0.211587
CRD-410031,2280,-0.309778,-0.154667
CRD-410031,2290,-0.166225,0.00502
CRD-410031,2300,-0.463366,-0.179072
CRD-410031,2310,-0.180886,-0.087134
CRD-410031,2320,-0.307381,-0.005026
CRD-410031,2330,-0.22908,0.691704
CRD-410031,2340,0.134323,0.96856
CRD-410031,2350,0.130478,1.344058
CRD-410031,2360,0.011768,1.138406
CRD-410031,2370,0.192816,1.239402
CRD-410031,2380,-0.086719,0.830263
CRD-410031,2390,0.009584,0.223224
CRD-410031,2400,-0.340015,0.076677
CRD-410031,2410,-0.177507,-0.253251
CRD-410031,2420,-0.367866,-0.692362
CRD-410031,2430,-0.20879,-0.772711
CRD-410031,2440,-0.071451,-0.52725
CRD-410031,2450,-0.065223,-0.855623
CRD-410031,2460,-0.112973,-0.384758
CRD-410031,2470,-0.161013,-0.368585
CRD-410031,2480,-0.380973,-0.254578
CRD-410031,2490,-0.07609,-0.285673
CRD-410031,2500,0.129309,-0.174703
CRD-410031,2510,-0.016812,-0.027358
CRD-410031,2520,-0.255125,0.109524
CRD-410031,2530,-0.408489,-0.166088
CRD-410031,2540,-0.427019,0.224399
CRD-410031,2550,-0.200131,-0.081648
CRD-410031,2560,-0.288774,0.212139
CRD-410031,2570,-0.316495,-0.017762
CRD-410031,2580,-0.023457,-0.07987
CRD-410031,2590,-0.325648,0.003902
CRD-410031,2600,0.195739,0.035566
CRD-410031,2610,0.652938,0.092266
CRD-410031,2620,0.941699,0.174708
CRD-410031,2630,1.375255,0.652118
CRD-410031,2640,1.776418,0.49512
CRD-410031,2650,1.490584,0.507405
CRD-410031,2660,0.967899,0.416894
CRD-410031,2670,0.352376,0.373216
CRD-410031,2680,-0.352117,-0.169116
CRD-410031,2690,-0.424324,-0.009086
CRD-410031,2700,-1.122404,-0.04406
CRD-410031,2710,-0.863835,-0.093144
CRD-410031,2720,-0.903906,-0.11025
CRD-410031,2730,-0.847116,-0.047574
CRD-410031,2740,-0.635003,-0.179244
CRD-410031,2750,-0.446745,-0.043145
CRD-410031,2760,-0.384405,-0.114767
CRD-410031,2770,-0.271474,-0.185007
CRD-410031,2780,-0.298645,-0.027081
CRD-410031,2790,-0.308193,-0.348062
CRD-410031,2800,-0.145665,-0.159861
CRD-410031,2810,-0.247874,-0.308927
CRD-410031,2820,-0.085113,-0.053423
CRD-410031,2830,-0.02465,0.121299
CRD-410031,2840,0.120278,-0.116493
CRD-410031,2850,0.208863,-0.156722
CRD-410031,2860,0.120465,0.055034
CRD-410031,2870,0.152682,-0.13235
CRD-410031,2880,0.369023,-0.044978
CRD-410031,2890,0.020196,0.000459
CRD-410031,2900,0.157218,0.03039
CRD-410031,2910,0.227296,-0.023791
CRD-410031,2920,0.165785,-0.087089
CRD-410031,2930,0.400669,0.182858
CRD-410031,2940,0.176541,0.038098
CRD-410031,2950,0.090139,-0.052341
CRD-410031,2960,0.11086,-0.294991
CRD-410031,2970,-0.065658,-0.303492
CRD-410031,2980,0.00991,-0.227796
CRD-410031,2990,-0.064085,-0.051349
CRD-410031,3000,-0.264103,-0.202848
CRD-410031,3010,-0.165798,-0.03403
CRD-410031,3020,-0.23266,0.227234
CRD-410031,3030,-0.092468,0.259891
CRD-410031,3040,-0.114024,0.819927
CRD-410031,3050,-0.037958,0.950127
CRD-410031,3060,0.184478,1.326141
CRD-410031,3070,-0.068447,1.224619
CRD-410031,3080,-0.028542,1.160119
CRD-410031,3090,0.108,0.661664
CRD-410031,3100,-0.212836,0.224954
CRD-410031,3110,-0.60211,-0.000951
CRD-410031,3120,-0.299712,-0.495233
CRD-410031,3130,-0.643173,-0.643891
CRD-410031,3140,-0.441249,-0.468684
CRD-410031,3150,-0.411515,-0.670537
CRD-410031,3160,-0.428577,-0.552015
CRD-410031,3170,-0.221595,-0.539188
CRD-410031,3180,-0.399353,-0.146093
CRD-410031,3190,-0.219296,-0.044794
CRD-410031,3200,-0.423958,-0.246724
CRD-410031,3210,-0.24695,-0.296945
CRD-410031,3220,-0.369906,-0.055819
CRD-410031,3230,-0.377846,0.062105
CRD-410031,3240,-0.566356,-0.009102
CRD-410031,3250,-0.209913,0.070568
CRD-410031,3260,-0.016687,0.198624
CRD-410031,3270,-0.068814,-0.079165
CRD-410031,3280,-0.125263,0.107903
CRD-410031,3290,-0.13256,0.133624
CRD-410031,3300,-0.481278,0.148299
CRD-410031,3310,0.159339,0.319784
CRD-410031,3320,-0.127166,0.316439
CRD-410031,3330,0.023587,0.368674
CRD-410031,3340,0.133902,0.244123
CRD-410031,3350,-0.027492,0.136436
CRD-410031,3360,0.020176,0.433484
CRD-410031,3370,0.174986,0.102163
CRD-410031,3380,-0.245883,0.178245
CRD-410031,3390,-0.082751,0.057063
CRD-410031,3400,-0.119212,0.346689
CRD-410031,3410,-0.031482,0.089631
CRD-410031,3420,-0.499393,-0.094583
CRD-410031,3430,-0.131639,-0.063567
CRD-410031,3440,-0.372211,-0.005001
CRD-410031,3450,-0.15139,0.121596
CRD-410031,3460,0.104275,-0.0898
CRD-410031,3470,0.756489,-0.066806
CRD-410031,3480,1.069732,0.296654
CRD-410031,3490,1.642325,0.526219
CRD-410031,3500,1.502551,0.478695
CRD-410031,3510,1.39292,0.505822
CRD-410031,3520,0.817891,0.061848
CRD-410031,3530,0.201585,0.036046
CRD-410031,3540,-0.060959,-0.111777
CRD-410031,3550,-0.669888,-0.072956
CRD-410031,3560,-0.926968,0.215312
CRD-410031,3570,-0.929794,-0.078419
CRD-410031,3580,-0.728548,-0.055341
CRD-410031,3590,-0.529199,-0.161133
CRD-410031,3600,-0.566757,-0.344238
CRD-410031,3610,-0.315454,0.194228
CRD-410031,3620,-0.271379,-0.141667
CRD-410031,3630,-0.297602,-0.308602
CRD-410031,3640,-0.22378,-0.297803
CRD-410031,3650,-0.160258,0.04721
CRD-410031,3660,-0.189037,-0.177903
CRD-410031,3670,-0.265453,0.051368
CRD-410031,3680,0.00973,0.179715
CRD-410031,3690,0.068052,0.332736
CRD-410031,3700,0.412295,0.648287
CRD-410031,3710,0.377698,1.031057
CRD-410031,3720,0.547607,1.55108
CRD-410031,3730,0.571167,1.602766
CRD-410031,3740,0.541885,1.260072
CRD-410031,3750,0.473317,0.944927
CRD-410031,3760,0.2288,0.547741
CRD-410031,3770,0.353001,0.120051
CRD-410031,3780,0.206733,-0.173953
CRD-410031,3790,0.416084,-0.254278
CRD-410031,3800,0.298893,-0.632398
CRD-410031,3810,-0.073654,-0.556006
CRD-410031,3820,0.269992,-0.330406
CRD-410031,3830,0.133772,-0.387559
CRD-410031,3840,0.268374,-0.332912
CRD-410031,3850,0.089098,-0.051398
CRD-410031,3860,-0.153432,-0.273971
CRD-410031,3870,-0.270721,-0.296074
CRD-410031,3880,-0.227266,-0.148043
CRD-410031,3890,0.030293,-0.151645
CRD-410031,3900,-0.164127,0.143429
CRD-410031,3910,-0.194754,0.092303
CRD-410031,3920,-0.038939,0.195328
CRD-410031,3930,-0.085544,0.318042
CRD-410031,3940,-0.113406,0.176555
CRD-410031,3950,-0.020111,-0.077558
CRD-410031,3960,-0.237046,0.152459
CRD-410031,3970,-0.158956,0.195411
CRD-410031,3980,-0.164336,0.388268
CRD-410031,3990,-0.041275,0.299726
CRD-410031,4000,-0.069919,0.174273
CRD-410031,4010,-0.384001,0.135754
CRD-410031,4020,-0.348334,0.501341
CRD-410031,4030,-0.2332,0.290377
CRD-410031,4040,-0.355073,0.295498
CRD-410031,4050,-0.301387,0.289035
CRD-410031,4060,-0.033015,-0.015395
CRD-410031,4070,-0.076905,0.134025
CRD-410031,4080,0.109799,-0.056568
CRD-410031,4090,-0.296243,0.22321
CRD-410031,4100,-0.362916,-0.023709
CRD-410031,4110,-0.30269,-0.058407
CRD-410031,4120,-0.164589,0.175145
CRD-410031,4130,0.11883,0.033293
CRD-410031,4140,-0.069258,0.175198
CRD-410031,4150,-0.071397,-0.05831
CRD-410031,4160,0.111183,-0.063313
CRD-410031,4170,0.013437,0.141947
CRD-410031,4180,0.095576,-0.04939
CRD-410031,4190,0.12861,-0.056979
CRD-410031,4200,-0.008486,0.121909
CRD-410031,4210,0.062204,0.281898
CRD-410031,4220,-0.146731,0.081553
CRD-410031,4230,0.321514,0.12586
CRD-410031,4240,0.066412,-0.077403
CRD-410031,4250,-0.211454,0.041189
CRD-410031,4260,-0.280067,-0.207516
CRD-410031,4270,-0.135475,-0.05998
CRD-410031,4280,-0.238109,-0.091239
CRD-410031,4290,-0.025255,-0.127411
CRD-410031,4300,-0.08238,-0.05863
CRD-410031,4310,0.111953,-0.020571
CRD-410031,4320,0.705779,-0.272188
CRD-410031,4330,1.284944,0.124926
CRD-410031,4340,1.525086,0.167741
CRD-410031,4350,1.943909,0.374798
CRD-410031,4360,1.570318,0.842992
CRD-410031,4370,1.031531,0.811004
CRD-410031,4380,0.549783,1.08685
CRD-410031,4390,0.04732,1.271981
CRD-410031,4400,-0.246774,1.178667
CRD-410031,4410,-0.397824,1.301289
CRD-410031,4420,-0.5249,0.644554
CRD-410031,4430,-0.631412,0.21364
CRD-410031,4440,-0.640274,-0.001305
CRD-410031,4450,-0.353652,-0.063005
CRD-410031,4460,-0.475028,-0.607497
CRD-410031,4470,-0.173492,-0.574091
CRD-410031,4480,-0.493338,-0.596147
CRD-410031,4490,-0.387837,-0.615794
CRD-410031,4500,-0.008687,-0.426596
CRD-410031,4510,-0.146862,-0.319866
CRD-410031,4520,-0.054637,-0.181956
CRD-410031,4530,-0.290787,-0.217029
CRD-410031,4540,-0.038578,-0.267144
CRD-410031,4550,-0.013064,-0.004377
CRD-410031,4560,0.100128,0.007425
CRD-410031,4570,0.245325,-0.121159
CRD-410031,4580,0.279234,0.177752
CRD-410031,4590,0.273474,0.160712
CRD-410031,4600,0.230843,0.407272
CRD-410031,4610,0.638267,0.150459
CRD-410031,4620,0.323768,0.254283
CRD-410031,4630,0.443797,0.383244
CRD-410031,4640,0.322661,0.461098
CRD-410031,4650,0.503308,0.242278
CRD-410031,4660,0.395299,0.572669
CRD-410031,4670,0.412023,0.138121
CRD-410031,4680,0.028613,0.518668
CRD-410031,4690,0.033003,0.241395
CRD-410031,4700,0.351592,0.435235
CRD-410031,4710,0.167241,0.24309
CRD-410031,4720,-0.089799,0.181473
CRD-410031,4730,-0.082572,0.304655
CRD-410031,4740,-0.00402,0.094244
CRD-410031,4750,-0.250998,0.135336
CRD-410031,4760,-0.099842,0.041721
CRD-410031,4770,-0.141145,0.138504
CRD-410031,4780,-0.134905,0.214366
CRD-410031,4790,-0.274684,-0.089499
CRD-410031,4800,-0.070929,-0.154899
CRD-410031,4810,-0.037868,-0.073978
CRD-410031,4820,-0.151005,-0.058003
CRD-410031,4830,-0.266989,-0.076447
CRD-410031,4840,-0.246537,-0.151986
CRD-410031,4850,-0.053362,-0.195355
CRD-410031,4860,-0.437709,-0.000134
CRD-410031,4870,-0.343619,-0.088194
CRD-410031,4880,-0.095527,0.017992
CRD-410031,4890,-0.097142,-0.099776
CRD-410031,4900,-0.285791,0.285668
CRD-410031,4910,0.0358,0.081044
CRD-410031,4920,-0.23835,0.053364
CRD-410031,4930,-0.31015,-0.056826
CRD-410031,4940,-0.40649,0.000134
CRD-410031,4950,-0.100725,-0.203436
CRD-410031,4960,-0.255752,0.056491
CRD-410031,4970,-0.234469,-0.262223
CRD-410031,4980,-0.049984,-0.296654
CRD-410031,4990,-0.126541,-0.175032
CRD-410031,5000,-0.061026,0.063132
CRD-410031,5010,0.065889,-0.291755
CRD-410031,5020,0.035564,-0.219541
CRD-410031,5030,0.060289,0.241722
CRD-410031,5040,0.198082,0.087927
CRD-410031,5050,0.354888,0.602414
CRD-410031,5060,0.228331,0.790728
CRD-410031,5070,0.323409,1.308387
CRD-410031,5080,0.231591,1.393378
CRD-410031,5090,0.344975,1.430342
CRD-410031,5100,0.039738,1.221768
CRD-410031,5110,0.294719,0.908525
CRD-410031,5120,-0.191697,0.322545
CRD-410031,5130,-0.459933,-0.094647
CRD-410031,5140,-0.284603,-0.232542
CRD-410031,5150,-0.181206,-0.612342
CRD-410031,5160,0.119783,-0.367532
CRD-410031,5170,0.293515,-0.376859
CRD-410031,5180,0.778766,-0.442935
CRD-410031,5190,1.567121,0.02882
CRD-410031,5200,1.631046,0.158416
CRD-410031,5210,1.489324,0.045883
CRD-410031,5220,0.98463,0.078276
CRD-410031,5230,0.513136,-0.045635
CRD-410031,5240,-0.098239,0.180304
CRD-410031,5250,-0.194664,0.053578
CRD-410031,5260,-0.767368,-0.066756
CRD-410031,5270,-0.627341,-0.078625
CRD-410031,5280,-0.559831,0.129418
CRD-410031,5290,-0.571499,0.071408
CRD-410031,5300,-0.363645,0.083873
CRD-410031,5310,-0.260858,0.300718
CRD-410031,5320,-0.31735,0.326791
CRD-410031,5330,0.033413,0.12163
CRD-410031,5340,0.03059,0.218221
CRD-410031,5350,-0.133761,0.085746
CRD-410031,5360,-0.235103,0.515809
CRD-410031,5370,0.170271,0.226632
CRD-410031,5380,0.293795,0.395523
CRD-410031,5390,0.081704,0.225483
CRD-410031,5400,0.176468,0.247902
CRD-410031,5410,0.414214,0.342528
CRD-410031,5420,0.089044,0.055166
CRD-410031,5430,0.034402,0.272918
CRD-410031,5440,0.161104,0.14268
CRD-410031,5450,0.413386,0.010446
CRD-410031,5460,0.323716,0.111673
CRD-410031,5470,0.376882,-0.02063
CRD-410031,5480,0.306537,-0.032395
CRD-410031,5490,0.180976,-0.004376
CRD-410031,5500,0.286713,0.152765
CRD-410031,5510,0.264347,0.085784
CRD-410031,5520,0.288696,-0.286364
CRD-410031,5530,0.072577,0.049717
CRD-410031,5540,0.033231,-0.168883
CRD-410031,5550,0.041575,0.071506
CRD-410031,5560,-0.002761,-0.076869
CRD-410031,5570,-0.015999,0.149286
CRD-410031,5580,-0.138487,0.239783
CRD-410031,5590,0.167577,0.035365
CRD-410031,5600,-0.084184,-0.001247
CRD-410031,5610,-0.035378,0.176614
CRD-410031,5620,-0.167085,-0.010213
CRD-410031,5630,-0.310128,0.300344
CRD-410031,5640,-0.446017,-0.240045
CRD-410031,5650,-0.17185,0.167535
CRD-410031,5660,-0.385786,-0.163666
CRD-410031,5670,-0.256518,-0.266785
CRD-410031,5680,-0.367337,-0.307261
CRD-410031,5690,-0.284145,-0.17399
CRD-410031,5700,-0.176205,-0.021387
CRD-410031,5710,-0.169397,-0.129472
CRD-410031,5720,-0.248922,0.238852
CRD-410031,5730,0.082505,0.398173
CRD-410031,5740,0.120841,0.679842
CRD-410031,5750,-0.14421,1.405463
CRD-410031,5760,0.051597,1.314437
CRD-410031,5770,0.102796,1.156992
CRD-410031,5780,-0.065979,1.437926
CRD-410031,5790,-0.03278,0.828862
CRD-410031,5800,-0.18861,0.36905
CRD-410031,5810,-0.306945,0.134738
CRD-410031,5820,-0.438309,-0.256905
CRD-410031,5830,-0.311821,-0.254953
CRD-410031,5840,-0.130591,-0.696603
CRD-410031,5850,-0.100124,-0.652926
CRD-410031,5860,-0.112851,-0.660139
CRD-410031,5870,-0.164467,-0.619891
CRD-410031,5880,-0.067111,-0.242176
CRD-410031,5890,0.090335,0.035043
CRD-410031,5900,0.249474,-0.325039
CRD-410031,5910,0.179672,-0.05461
CRD-410031,5920,0.001299,-0.122013
CRD-410031,5930,0.170952,0.012384
CRD-410031,5940,-0.056903,0.174148
CRD-410031,5950,-0.152364,-0.009596
CRD-410031,5960,-0.128366,0.270838
CRD-410031,5970,0.028065,0.126044
CRD-410031,5980,-0.183848,0.260959
CRD-410031,5990,-0.206079,-0.006907
CRD-410031,6000,-0.177131,-0.005586
CRD-410031,6010,-0.274861,0.185792
CRD-410031,6020,-0.033981,0.429162
CRD-410031,6030,0.256754,0.500984
CRD-410031,6040,0.7808,0.663529
CRD-410031,6050,0.944318,0.432665
CRD-410031,6060,1.505175,0.621236
CRD-410031,6070,1.62764,0.657827
CRD-410031,6080,1.740443,0.661181
CRD-410031,6090,0.974603,0.189259
CRD-410031,6100,0.467518,0.462698
CRD-410031,6110,0.055702,0.194517
CRD-410031,6120,-0.356102,0.163624
CRD-410031,6130,-0.674251,0.258796
CRD-410031,6140,-0.615105,-0.077682
CRD-410031,6150,-0.637831,-0.190724
CRD-410031,6160,-0.413402,0.095627
CRD-410031,6170,-0.564571,0.073816
CRD-410031,6180,-0.413264,0.049936
CRD-410031,6190,-0.283895,-0.096597
CRD-410031,6200,-0.122612,0.119748
CRD-410031,6210,-0.221607,0.106939
CRD-410031,6220,0.072981,0.122938
CRD-410031,6230,-0.057866,0.240366
CRD-410031,6240,0.126606,0.145872
CRD-410031,6250,0.005311,-0.100537
CRD-410031,6260,0.104502,0.244043
CRD-410031,6270,0.229021,-0.021664
CRD-410031,6280,0.250622,0.203413
CRD-410031,6290,0.108137,-0.06631
CRD-410031,6300,0.257763,0.136558
CRD-410031,6310,0.284319,0.363221
CRD-410031,6320,0.283477,0.078871
CRD-410031,6330,0.714127,-0.037133
CRD-410031,6340,0.428407,0.160508
CRD-410031,6350,0.304808,-0.036751
CRD-410031,6360,0.403317,0.113236
CRD-410031,6370,0.550993,0.060414
CRD-410031,6380,0.361711,0.142097
CRD-410031,6390,0.349643,0.19901
CRD-410031,6400,0.454408,0.238125
CRD-410031,6410,0.340174,0.426956
CRD-410031,6420,0.228918,0.831151
CRD-410031,6430,0.283934,1.378398
CRD-410031,6440,0.603972,1.627547
CRD-410031,6450,0.461577,1.531021
CRD-410031,6460,0.155708,1.210276
CRD-410031,6470,0.204016,0.889237
CRD-410031,6480,0.198062,0.295609
CRD-410031,6490,0.013447,-0.042041
CRD-410031,6500,-0.190938,-0.309378
CRD-410031,6510,-0.268918,-0.297812
CRD-410031,6520,-0.21193,-0.520801
CRD-410031,6530,-0.541822,-0.357048
CRD-410031,6540,-0.060026,-0.386132
CRD-410031,6550,-0.275058,-0.248769
CRD-410031,6560,-0.348558,0.042871
CRD-410031,6570,-0.284351,-0.18868
CRD-410031,6580,-0.209458,0.113342
CRD-410031,6590,-0.14104,0.047955
CRD-410031,6600,-0.172656,-0.211958
CRD-410031,6610,-0.304564,-0.238937
CRD-410031,6620,-0.24919,0.290175
CRD-410031,6630,-0.014498,0.144638
CRD-410031,6640,-0.092292,0.164604
